altitude_mean_meters,Moisture,Category.One.Defects,Category.Two.Defects,Quakers,Variety,Processing.Method,Color,Total.Cup.Points
1050.0,0.09,2,4,0.0,,,,83.38
1650.0,0.0,0,0,1.0,Caturra,Washed / Wet,,83.33
,0.0,0,0,0.0,Caturra,Washed / Wet,Blue-Green,83.33
,0.0,1,2,0.0,Caturra,Washed / Wet,Green,83.33
1227.0,0.1,1,5,0.0,Catuai,Semi-washed / Semi-pulped,Green,83.33
1200.0,0.12,0,2,0.0,Caturra,Washed / Wet,Green,83.33
1650.0,0.11,0,1,0.0,Caturra,Washed / Wet,Green,83.33
1700.0,0.12,0,6,0.0,Other,Semi-washed / Semi-pulped,Green,83.33
1100.0,0.12,0,0,0.0,Other,Washed / Wet,Green,83.33
1300.0,0.12,0,3,0.0,Caturra,Washed / Wet,Green,83.33
,0.11,0,1,0.0,Hawaiian Kona,Natural / Dry,Bluish-Green,83.33
1200.0,0.11,0,3,0.0,Catuai,Washed / Wet,Green,83.33
,0.12,0,5,0.0,,Washed / Wet,Green,83.33
390.19276800000006,0.11,0,4,0.0,Typica,Washed / Wet,Green,83.33
1000.0,0.11,0,1,0.0,Caturra,Natural / Dry,Green,83.33
399.48307200000005,0.11,0,3,0.0,Bourbon,Washed / Wet,Green,83.33
,0.1,0,4,0.0,Hawaiian Kona,Natural / Dry,Bluish-Green,83.33
1880.0,0.0,0,5,0.0,Bourbon,Washed / Wet,,83.33
1750.0,0.0,0,1,0.0,Caturra,Washed / Wet,Green,83.33
,0.01,0,0,0.0,,,,83.33
,0.0,0,0,0.0,,,,83.33
1600.0,0.11,0,0,0.0,Typica,Washed / Wet,Blue-Green,83.25
1900.0,0.11,0,0,0.0,Catuai,Pulped natural / honey,Green,83.25
,0.11,0,0,0.0,,Washed / Wet,,83.25
2100.0,0.11,0,7,2.0,Pacas,Washed / Wet,Green,83.25
,0.12,0,1,0.0,SL14,Washed / Wet,Green,83.25
,0.12,0,4,0.0,,,Green,83.25
442.0,0.0,0,2,0.0,Caturra,Natural / Dry,Green,83.25
1261.0,0.12,0,2,0.0,Typica,Natural / Dry,Bluish-Green,83.25
1000.0,0.1,0,0,0.0,Bourbon,Washed / Wet,Blue-Green,83.25
800.0,0.1,0,0,0.0,Typica,Washed / Wet,Green,83.25
1483.0,0.0,0,0,0.0,Caturra,Natural / Dry,Green,83.25
1500.0,0.1,0,1,0.0,Caturra,Washed / Wet,Green,83.25
1750.0,0.11,0,1,0.0,Caturra,Washed / Wet,Green,83.25
1300.0,0.12,0,6,0.0,Bourbon,Washed / Wet,Green,83.25
,0.11,0,4,0.0,Hawaiian Kona,Natural / Dry,Bluish-Green,83.25
,0.13,0,7,0.0,Mundo Novo,Washed / Wet,Green,83.25
1000.0,0.12,0,0,0.0,Caturra,Washed / Wet,Blue-Green,83.25
399.48307200000005,0.11,0,9,0.0,Bourbon,Washed / Wet,Green,83.25
1200.0,0.11,0,1,0.0,Yellow Bourbon,Semi-washed / Semi-pulped,Blue-Green,83.25
175.0,0.12,0,1,0.0,Caturra,Washed / Wet,Green,83.25
1775.0,0.11,0,0,0.0,Caturra,Washed / Wet,Green,83.25
1700.0,0.08,0,0,0.0,,,,83.25
1880.0,0.13,0,1,0.0,,,,83.25
1800.0,0.04,0,1,0.0,,,,83.25
890.0,0.11,0,4,0.0,Bourbon,Natural / Dry,Green,83.17
1901.0,0.1,0,1,0.0,Bourbon,Washed / Wet,Green,83.17
168.0,0.12,0,3,0.0,Bourbon,Washed / Wet,Green,83.17
,0.11,0,0,1.0,,,Green,83.17
1550.0,0.07,0,0,0.0,Catimor,Natural / Dry,,83.17
1500.0,0.11,2,3,2.0,Caturra,Washed / Wet,Green,83.17
1450.0,0.11,0,1,1.0,Catuai,Washed / Wet,Blue-Green,83.17
1200.0,0.11,0,0,0.0,Catimor,Washed / Wet,Green,83.17
1600.0,0.1,0,3,0.0,Catimor,Washed / Wet,Green,83.17
1350.0,0.0,0,0,0.0,Bourbon,Washed / Wet,Green,83.17
1500.0,0.11,0,1,0.0,Bourbon,Washed / Wet,Green,83.17
1650.0,0.12,0,3,0.0,Bourbon,Washed / Wet,Green,83.17
250.5,0.1,0,1,0.0,SL28,Washed / Wet,Bluish-Green,83.17
800.0,0.12,0,0,0.0,,Washed / Wet,Bluish-Green,83.17
1653.0,0.13,0,6,0.0,Other,Washed / Wet,Bluish-Green,83.17
1775.0,0.0,0,4,0.0,Caturra,Washed / Wet,,83.17
1800.0,0.1,0,0,0.0,SL14,Washed / Wet,Bluish-Green,83.17
,0.11,10,3,0.0,,Washed / Wet,Green,83.17
1450.0,0.1,0,5,0.0,Catuai,Natural / Dry,Green,83.17
1350.0,0.11,0,3,0.0,Caturra,Natural / Dry,Green,83.17
464.51520000000005,0.09,0,1,0.0,Catuai,Washed / Wet,Green,83.17
,0.11,0,0,0.0,Hawaiian Kona,Natural / Dry,Bluish-Green,83.17
1800.0,0.12,0,1,0.0,Bourbon,Washed / Wet,Green,83.17
399.48307200000005,0.11,0,2,0.0,Bourbon,Washed / Wet,Green,83.17
1500.0,0.11,0,2,0.0,Typica,Washed / Wet,Green,83.17
532.0,0.12,3,8,0.0,Typica,Washed / Wet,,83.17
1089.0,0.14,0,10,0.0,Pacamara,Washed / Wet,,83.17
1775.0,0.11,1,2,0.0,Caturra,Washed / Wet,Green,83.17
700.0,0.13,0,5,0.0,Typica,Washed / Wet,Green,83.17
1750.0,0.11,0,0,0.0,Caturra,Washed / Wet,Blue-Green,83.17
1380.0,0.11,0,5,0.0,Typica,Washed / Wet,,83.17
1000.0,0.12,0,1,0.0,Mundo Novo,Natural / Dry,Green,83.17
950.0,0.11,0,4,0.0,Mundo Novo,Natural / Dry,Green,83.17
427.353984,0.0,0,10,0.0,Bourbon,Washed / Wet,Green,83.17
1000.0,0.12,0,3,0.0,Mundo Novo,Semi-washed / Semi-pulped,Blue-Green,83.17
900.0,0.02,0,2,0.0,,,,83.17
1200.0,0.14,0,3,0.0,,,,83.17
1850.0,0.01,0,0,0.0,,,,83.17
1799.0,0.0,0,4,1.0,Caturra,Washed / Wet,Green,83.08
,0.0,1,5,2.0,Caturra,Washed / Wet,Green,83.08
905.0,0.11,0,2,2.0,Yellow Bourbon,Pulped natural / honey,Bluish-Green,83.08
1.0,0.0,0,3,0.0,Yellow Bourbon,Natural / Dry,Green,83.08
750.0,0.0,0,0,0.0,Typica,Natural / Dry,Green,83.08
,0.11,0,13,0.0,Mundo Novo,Natural / Dry,Green,83.08
1200.0,0.0,0,1,0.0,Bourbon,Washed / Wet,Green,83.08
1300.0,0.1,0,3,0.0,Catuai,Washed / Wet,Green,83.08
,0.12,0,8,0.0,Hawaiian Kona,Natural / Dry,Bluish-Green,83.08
1300.0,0.11,0,0,0.0,Typica,Other,,83.08
,0.1,0,0,0.0,Hawaiian Kona,Natural / Dry,Bluish-Green,83.08
1400.0,0.1,0,1,0.0,Other,Washed / Wet,,83.08
,0.0,1,4,0.0,Hawaiian Kona,Natural / Dry,,83.08
,0.12,0,0,0.0,Hawaiian Kona,Washed / Wet,Green,83.08
1775.0,0.01,0,0,0.0,Caturra,,,83.08
1880.0,0.08,1,3,0.0,,,,83.08
1350.0,0.0,0,0,0.0,,,,83.08
,0.02,0,1,0.0,,,,83.08
890.0,0.0,0,4,0.0,Bourbon,Natural / Dry,Green,83.0
894.0,0.11,0,5,3.0,Bourbon,Natural / Dry,Green,83.0
872.0,0.11,0,3,2.0,Bourbon,Natural / Dry,Bluish-Green,83.0
1473.0,0.12,0,6,0.0,Bourbon,Washed / Wet,Green,83.0
1645.0,0.12,0,8,5.0,Bourbon,Natural / Dry,Green,83.0
442.0,0.11,0,4,0.0,,,Green,83.0
1550.0,0.0,0,0,0.0,Caturra,Other,Green,83.0
1550.0,0.11,0,3,0.0,Catuai,Washed / Wet,Green,83.0
418.06368,0.11,0,2,0.0,Catuai,Washed / Wet,Green,83.0
1500.0,0.11,0,2,0.0,Bourbon,Washed / Wet,Green,83.0
1000.0,0.0,0,0,0.0,Catuai,Natural / Dry,Green,83.0
1200.0,0.08,0,0,0.0,Typica,Washed / Wet,Green,83.0
1800.0,0.12,0,0,0.0,SL14,Washed / Wet,Green,83.0
260.12851200000006,0.0,0,0,0.0,Other,Washed / Wet,Bluish-Green,83.0
1500.0,0.1,1,0,0.0,Bourbon,Washed / Wet,Green,83.0
1200.0,0.11,0,3,0.0,Catuai,Washed / Wet,Green,83.0
1250.0,0.12,0,4,0.0,Yellow Bourbon,Semi-washed / Semi-pulped,Bluish-Green,83.0
1775.0,0.11,1,1,0.0,Caturra,Washed / Wet,Green,83.0
1750.0,0.0,0,0,0.0,Caturra,Washed / Wet,Green,83.0
1000.0,0.11,0,1,0.0,Caturra,Natural / Dry,Green,83.0
1000.0,0.0,0,2,0.0,Caturra,Natural / Dry,Green,83.0
1775.0,0.11,1,2,0.0,Caturra,Washed / Wet,Green,83.0
750.0,0.11,0,20,0.0,Typica,Washed / Wet,Green,83.0
1200.0,0.11,0,7,0.0,Typica,Semi-washed / Semi-pulped,Green,83.0
1200.0,0.11,5,8,0.0,Bourbon,Washed / Wet,Green,83.0
,0.0,1,4,0.0,Arusha,Natural / Dry,,83.0
1625.0,0.0,0,4,0.0,Caturra,Washed / Wet,Green,83.0
1750.0,0.11,0,0,0.0,Caturra,Washed / Wet,Green,83.0
418.06368,0.1,0,2,0.0,Bourbon,Washed / Wet,Green,83.0
1775.0,0.12,0,0,0.0,Caturra,Washed / Wet,Bluish-Green,83.0
,0.28,0,0,0.0,,,,83.0
1450.0,0.08,0,1,0.0,,,,83.0
,0.0,0,0,0.0,,,,83.0
,0.0,0,1,0.0,,,,83.0
1800.0,0.06,0,2,0.0,,,,83.0
,0.07,0,0,0.0,Caturra,,,83.0
,0.0,0,0,0.0,,,,83.0
890.0,0.0,0,0,0.0,Bourbon,Natural / Dry,Green,82.92
1350.0,0.0,0,1,0.0,Bourbon,Washed / Wet,Green,82.92
1500.0,0.11,0,1,0.0,Caturra,Washed / Wet,Green,82.92
350.0,0.09,31,0,0.0,Caturra,Natural / Dry,Green,82.92
2000.0,0.0,1,20,0.0,Ethiopian Heirlooms,Washed / Wet,Bluish-Green,82.92
775.0,0.0,0,9,0.0,Typica,Natural / Dry,Green,82.92
1200.0,0.11,0,1,0.0,Other,Washed / Wet,Blue-Green,82.92
1600.0,0.0,0,0,0.0,Other,Washed / Wet,Bluish-Green,82.92
1059.0,0.13,0,3,0.0,Typica,Natural / Dry,Blue-Green,82.92
1300.0,0.12,2,8,0.0,Bourbon,Washed / Wet,Bluish-Green,82.92
1650.0,0.12,0,0,0.0,SL14,Washed / Wet,Green,82.92
1400.0,0.12,0,4,0.0,SL14,Washed / Wet,Green,82.92
1500.0,0.1,0,1,0.0,Bourbon,Washed / Wet,Green,82.92
1500.0,0.1,0,2,0.0,Caturra,Natural / Dry,Green,82.92
,0.1,0,4,0.0,,Washed / Wet,Green,82.92
1900.0,0.11,0,2,0.0,Caturra,Washed / Wet,Green,82.92
1750.0,0.0,0,0,0.0,Caturra,Natural / Dry,Bluish-Green,82.92
520.2570240000001,0.11,0,2,0.0,Bourbon,Washed / Wet,Green,82.92
1450.0,0.11,3,5,0.0,Other,Washed / Wet,Green,82.92
1248.0,0.1,0,4,0.0,Typica,Natural / Dry,Green,82.92
1040.0,0.0,0,17,0.0,Other,Natural / Dry,,82.92
1400.0,0.14,1,4,0.0,Typica,Washed / Wet,Green,82.92
,0.1,0,0,0.0,Hawaiian Kona,Washed / Wet,Green,82.92
1450.0,0.15,0,0,0.0,,,,82.92
,0.0,0,0,0.0,,,,82.92
1754.0,0.1,0,3,0.0,SL28,Washed / Wet,Green,82.83
1700.0,0.11,1,2,1.0,Bourbon,Washed / Wet,Green,82.83
905.0,0.11,0,2,2.0,Yellow Bourbon,Pulped natural / honey,Bluish-Green,82.83
1250.0,0.0,0,4,0.0,Pacas,Washed / Wet,Green,82.83
1900.0,0.11,0,0,0.0,Bourbon,Washed / Wet,Bluish-Green,82.83
1040.0,0.11,11,0,0.0,Other,Other,Green,82.83
371.61216,0.11,0,2,0.0,Bourbon,Washed / Wet,Green,82.83
900.0,0.12,2,6,0.0,Catuai,Natural / Dry,Green,82.83
1600.0,0.0,0,1,0.0,Other,Washed / Wet,,82.83
1200.0,0.0,0,9,0.0,Other,Other,,82.83
1500.0,0.1,0,4,0.0,Bourbon,Washed / Wet,Green,82.83
1800.0,0.0,4,4,0.0,Typica,Natural / Dry,Green,82.83
1775.0,0.11,0,3,0.0,Caturra,Washed / Wet,Green,82.83
1400.0,0.11,0,5,0.0,Arusha,Washed / Wet,Green,82.83
1550.0,0.12,2,10,0.0,Caturra,Washed / Wet,Green,82.83
1250.0,0.12,0,7,0.0,Bourbon,Washed / Wet,Blue-Green,82.83
399.48307200000005,0.11,0,10,0.0,Bourbon,Washed / Wet,Green,82.83
1380.0,0.11,0,2,0.0,Typica,Washed / Wet,,82.83
1200.0,0.0,1,3,0.0,,,,82.83
1100.0,0.1,0,3,1.0,Caturra,Washed / Wet,Green,82.75
1800.0,0.11,0,8,0.0,Caturra,Washed / Wet,Green,82.75
1700.0,0.11,0,4,0.0,Bourbon,Washed / Wet,Green,82.75
371.61216,0.1,0,1,0.0,Bourbon,Washed / Wet,Green,82.75
371.61216,0.1,0,1,0.0,Bourbon,Washed / Wet,Green,82.75
1500.0,0.12,0,15,0.0,Sulawesi,Other,Blue-Green,82.75
48.12377472000001,0.12,0,0,0.0,Bourbon,Washed / Wet,Green,82.75
650.0,0.0,0,0,0.0,Yellow Bourbon,Natural / Dry,Green,82.75
1250.0,0.0,0,4,0.0,Bourbon,Washed / Wet,,82.75
1850.0,0.09,0,1,0.0,Caturra,Washed / Wet,Bluish-Green,82.75
1400.0,0.09,0,6,1.0,Caturra,Natural / Dry,Green,82.75
905.0,0.11,0,1,2.0,Yellow Bourbon,Pulped natural / honey,Bluish-Green,82.75
1100.0,0.1,0,0,0.0,Catimor,Natural / Dry,Green,82.75
1500.0,0.11,0,2,0.0,Catimor,Washed / Wet,Green,82.75
1775.0,0.0,0,2,0.0,Caturra,Washed / Wet,Blue-Green,82.75
1442.0,0.12,0,0,0.0,Gesha,Washed / Wet,Bluish-Green,82.75
464.51520000000005,0.13,0,2,0.0,Pacas,Washed / Wet,Green,82.75
165.0,0.12,0,0,0.0,Typica,Washed / Wet,Green,82.75
,0.1,6,0,0.0,Hawaiian Kona,Natural / Dry,Blue-Green,82.75
,0.1,0,0,0.0,Hawaiian Kona,Natural / Dry,Green,82.75
1300.0,0.1,0,2,0.0,Caturra,Washed / Wet,Green,82.75
1550.0,0.12,0,6,0.0,Typica,Washed / Wet,Green,82.75
1200.0,0.12,0,0,0.0,Typica,Washed / Wet,,82.75
1200.0,0.12,1,4,0.0,Typica,Natural / Dry,,82.75
1625.0,0.0,0,0,0.0,Caturra,Washed / Wet,Blue-Green,82.75
1775.0,0.11,0,3,0.0,Caturra,Washed / Wet,Green,82.75
,0.12,0,0,0.0,Hawaiian Kona,Washed / Wet,Green,82.75
1100.0,0.0,0,4,0.0,Catuai,Washed / Wet,Green,82.75
,0.0,0,2,0.0,,,,82.75
890.0,0.0,0,4,0.0,Bourbon,Natural / Dry,Green,82.67
934.0,0.11,0,3,2.0,Bourbon,Natural / Dry,Bluish-Green,82.67
1300.0,0.13,0,0,0.0,Catimor,Washed / Wet,Bluish-Green,82.67
1200.0,0.0,0,7,0.0,Pacas,Washed / Wet,Green,82.67
1300.0,0.11,0,3,2.0,,,Green,82.67
,0.0,1,9,0.0,,Washed / Wet,Green,82.67
1.0,0.0,0,0,0.0,Yellow Bourbon,Natural / Dry,Green,82.67
,0.12,0,9,0.0,Catuai,Natural / Dry,,82.67
1700.0,0.12,0,0,0.0,Other,Washed / Wet,Green,82.67
1550.0,0.12,0,4,0.0,Bourbon,Washed / Wet,Green,82.67
1200.0,0.08,0,0,0.0,Typica,Washed / Wet,Green,82.67
1296.0,0.11,0,0,0.0,Typica,Natural / Dry,Green,82.67
1650.0,0.12,0,0,0.0,SL14,Washed / Wet,Green,82.67
1240.0,0.11,0,0,0.0,Typica,Washed / Wet,Green,82.67
1500.0,0.11,0,0,0.0,Caturra,Washed / Wet,Bluish-Green,82.67
1800.0,0.11,0,3,0.0,Caturra,Washed / Wet,Bluish-Green,82.67
,0.0,0,17,0.0,Other,Washed / Wet,,82.67
1500.0,0.11,0,0,0.0,Caturra,Washed / Wet,Green,82.67
,0.12,0,0,0.0,Other,Washed / Wet,Bluish-Green,82.67
1100.0,0.11,0,2,0.0,Other,Washed / Wet,,82.67
950.0,0.12,0,0,0.0,Typica,Washed / Wet,,82.67
,0.03,2,0,0.0,,,,82.67
1400.0,0.0,0,1,0.0,Blue Mountain,,,82.67
1800.0,0.08,0,3,0.0,,,,82.67
,0.21,0,2,0.0,,,,82.67
371.61216,0.1,0,2,1.0,Bourbon,Washed / Wet,Green,82.58
1050.0,0.11,0,0,5.0,Typica,Pulped natural / honey,Green,82.58
,0.11,0,7,0.0,,Pulped natural / honey,Green,82.58
200.0,0.11,0,0,0.0,,,Blue-Green,82.58
,0.0,1,2,9.0,,,Green,82.58
1250.0,0.13,0,6,0.0,Typica,Semi-washed / Semi-pulped,Blue-Green,82.58
800.0,0.12,0,0,0.0,,Washed / Wet,Green,82.58
1450.0,0.12,0,1,0.0,Caturra,Washed / Wet,Blue-Green,82.58
1317.0,0.12,0,1,0.0,Other,Washed / Wet,,82.58
1650.0,0.12,0,0,0.0,SL14,Natural / Dry,Green,82.58
1300.0,0.11,0,3,0.0,Catuai,Washed / Wet,Green,82.58
,0.0,0,11,0.0,,Washed / Wet,Green,82.58
,0.0,0,4,0.0,,Natural / Dry,Blue-Green,82.58
1750.0,0.11,0,3,0.0,Caturra,Washed / Wet,Blue-Green,82.58
1750.0,0.11,0,3,0.0,Caturra,Washed / Wet,,82.58
1750.0,0.11,0,0,0.0,Caturra,Washed / Wet,Green,82.58
1250.0,0.1,0,6,0.0,Typica,Washed / Wet,Green,82.58
1150.0,0.12,0,0,0.0,Typica,Washed / Wet,Green,82.58
1775.0,0.11,2,2,0.0,Caturra,Washed / Wet,Green,82.58
975.0,0.0,0,4,0.0,Mundo Novo,,,82.58
890.0,0.11,0,4,0.0,Bourbon,Natural / Dry,Green,82.5
1250.0,0.11,0,5,0.0,Other,Washed / Wet,Green,82.5
1400.0,0.1,0,4,0.0,Caturra,Washed / Wet,Green,82.5
371.61216,0.1,0,2,2.0,Bourbon,Washed / Wet,Green,82.5
800.0,0.12,0,0,0.0,,Washed / Wet,Green,82.5
1450.0,0.11,0,0,0.0,Caturra,Washed / Wet,,82.5
1600.0,0.12,0,1,0.0,Other,Washed / Wet,Green,82.5
,0.12,0,3,0.0,Other,Washed / Wet,Bluish-Green,82.5
1600.0,0.0,0,1,0.0,Other,Washed / Wet,Green,82.5
1260.0,0.11,0,0,0.0,Yellow Bourbon,Semi-washed / Semi-pulped,Bluish-Green,82.5
399.48307200000005,0.12,0,4,0.0,Bourbon,Washed / Wet,Green,82.5
1750.0,0.11,0,1,0.0,Caturra,Washed / Wet,Green,82.5
399.48307200000005,0.11,0,0,0.0,Bourbon,Washed / Wet,Green,82.5
1679.0,0.13,0,10,0.0,Typica,Washed / Wet,,82.5
1100.0,0.12,0,5,0.0,Typica,Washed / Wet,Green,82.5
1650.0,0.11,0,2,0.0,Typica,Semi-washed / Semi-pulped,,82.5
,0.11,0,5,0.0,Caturra,Natural / Dry,Green,82.5
1250.0,0.0,0,4,0.0,Bourbon,Semi-washed / Semi-pulped,Blue-Green,82.5
1775.0,0.11,1,3,0.0,Caturra,Washed / Wet,Green,82.5
,0.12,2,3,0.0,Hawaiian Kona,Washed / Wet,Green,82.5
1600.0,0.01,1,14,0.0,,,,82.5
1500.0,0.12,0,6,1.0,Other,Washed / Wet,Green,82.42
1700.0,0.1,0,2,1.0,Bourbon,Washed / Wet,Green,82.42
1700.0,0.12,0,0,0.0,Bourbon,Washed / Wet,Green,82.42
48.12377472000001,0.12,0,0,0.0,Bourbon,Washed / Wet,Green,82.42
,0.11,0,3,2.0,Caturra,Washed / Wet,Green,82.42
1600.0,0.11,0,1,0.0,Caturra,Washed / Wet,Green,82.42
1600.0,0.1,0,0,0.0,Catimor,Washed / Wet,Green,82.42
,0.11,0,0,1.0,,,Green,82.42
2285.0,0.13,0,7,0.0,Ruiru 11,Washed / Wet,Green,82.42
1.0,0.0,0,0,0.0,Yellow Bourbon,Natural / Dry,Green,82.42
1400.0,0.1,0,0,0.0,Caturra,Washed / Wet,Green,82.42
1296.0,0.11,0,0,0.0,Typica,Washed / Wet,Green,82.42
1000.0,0.12,0,1,0.0,Catuai,Semi-washed / Semi-pulped,Blue-Green,82.42
,0.0,0,3,0.0,,Washed / Wet,Green,82.42
1260.0,0.0,0,0,0.0,Yellow Bourbon,Natural / Dry,Green,82.42
1170.0,0.12,0,0,0.0,Bourbon,Washed / Wet,Green,82.42
,0.09,0,2,0.0,,Washed / Wet,,82.42
1775.0,0.11,0,9,0.0,Caturra,Washed / Wet,Green,82.42
1560.0,0.12,0,5,0.0,Typica,Washed / Wet,Green,82.42
1400.0,0.13,0,2,0.0,Typica,Semi-washed / Semi-pulped,Green,82.42
1300.0,0.14,0,9,0.0,Typica,Washed / Wet,Green,82.42
1170.0,0.13,0,1,0.0,Caturra,Washed / Wet,Green,82.42
1300.0,0.11,0,0,0.0,Typica,Washed / Wet,Green,82.42
1350.0,0.14,0,6,0.0,Pacamara,Washed / Wet,Green,82.42
1150.0,0.11,0,0,0.0,Caturra,Washed / Wet,Green,82.42
1250.0,0.13,0,4,0.0,Bourbon,Washed / Wet,,82.42
1450.0,0.12,0,0,0.0,Typica,Washed / Wet,Bluish-Green,82.42
442.0,0.0,0,2,0.0,Caturra,Natural / Dry,,82.42
,0.11,0,2,0.0,Arusha,Natural / Dry,Blue-Green,82.42
1750.0,0.0,0,2,0.0,Caturra,Washed / Wet,Green,82.42
1750.0,0.02,0,1,0.0,,,,82.42
1396.0,0.1,0,8,1.0,Caturra,Washed / Wet,Green,82.33
982.0,0.11,0,11,3.0,Catuai,Natural / Dry,Green,82.33
,0.11,0,14,4.0,,Natural / Dry,Green,82.33
934.0,0.11,0,3,2.0,Bourbon,Natural / Dry,Bluish-Green,82.33
1850.0,0.1,6,3,1.0,Caturra,Washed / Wet,Bluish-Green,82.33
1550.0,0.0,0,0,2.0,Catuai,Washed / Wet,Green,82.33
1580.0,0.12,0,2,6.0,Catimor,Pulped natural / honey,Green,82.33
1268.0,0.07,0,0,0.0,Bourbon,Natural / Dry,Green,82.33
,0.11,0,10,0.0,Mundo Novo,Natural / Dry,Green,82.33
510.96672000000007,0.1,0,6,0.0,Bourbon,Washed / Wet,Green,82.33
1450.0,0.12,0,0,0.0,Gesha,Washed / Wet,Green,82.33
1100.0,0.11,0,0,0.0,Bourbon,Natural / Dry,Blue-Green,82.33
464.51520000000005,0.12,0,3,0.0,Pacas,Washed / Wet,Green,82.33
,0.11,0,0,0.0,,Washed / Wet,Green,82.33
1300.0,0.1,0,2,0.0,Caturra,Washed / Wet,Green,82.33
200.0,0.11,0,0,0.0,Typica,Semi-washed / Semi-pulped,Green,82.33
600.0,0.11,0,0,0.0,Typica,Washed / Wet,Green,82.33
399.48307200000005,0.12,2,1,0.0,Bourbon,Washed / Wet,Green,82.33
1750.0,0.0,0,1,0.0,Caturra,Washed / Wet,Green,82.33
1300.0,0.12,0,3,0.0,Typica,Washed / Wet,Green,82.33
,0.0,0,14,0.0,,Washed / Wet,Green,82.33
534.19248,0.11,0,3,0.0,Bourbon,Washed / Wet,Green,82.33
441.0,0.15,1,8,0.0,Typica,Natural / Dry,,82.33
1170.0,0.13,0,9,0.0,Bourbon,Washed / Wet,Green,82.33
399.48307200000005,0.1,2,5,0.0,Bourbon,Washed / Wet,Green,82.33
1100.0,0.12,0,2,0.0,Mundo Novo,Natural / Dry,Green,82.33
1300.0,0.11,0,0,0.0,Typica,Washed / Wet,Green,82.33
950.0,0.11,0,2,0.0,Mundo Novo,Washed / Wet,Green,82.33
442.0,0.0,0,0,0.0,Caturra,Natural / Dry,Green,82.33
1100.0,0.09,2,10,6.0,Catuai,Washed / Wet,Green,82.25
,0.1,0,0,0.0,,,Blue-Green,82.25
1450.0,0.11,0,2,2.0,Pacas,Washed / Wet,Green,82.25
1.0,0.0,0,9,0.0,Yellow Bourbon,Natural / Dry,Green,82.25
1500.0,0.12,0,0,0.0,Bourbon,Washed / Wet,Green,82.25
1350.0,0.11,0,2,0.0,Catuai,Washed / Wet,Green,82.25
1180.0,0.13,0,0,0.0,Gesha,Washed / Wet,Blue-Green,82.25
1100.0,0.11,0,0,0.0,Bourbon,Natural / Dry,Green,82.25
650.0,0.11,0,0,0.0,Typica,Washed / Wet,Green,82.25
1338.0,0.12,0,4,0.0,Mundo Novo,Washed / Wet,Blue-Green,82.25
,0.0,0,1,0.0,Hawaiian Kona,Natural / Dry,Bluish-Green,82.25
533.0,0.16,3,8,0.0,Bourbon,Washed / Wet,,82.25
423.91657152000005,0.11,0,2,0.0,Bourbon,Washed / Wet,Green,82.25
1170.0,0.13,0,3,0.0,Bourbon,Washed / Wet,Green,82.25
1250.0,0.12,0,13,0.0,Typica,Washed / Wet,Green,82.25
,0.0,2,5,0.0,Other,Washed / Wet,Green,82.25
1100.0,0.11,0,0,0.0,Typica,Washed / Wet,Green,82.25
900.0,0.1,0,3,0.0,Typica,Washed / Wet,Green,82.25
1750.0,0.12,0,1,0.0,Caturra,Washed / Wet,Green,82.25
1775.0,0.11,0,0,0.0,Caturra,Washed / Wet,Green,82.25
,0.12,0,1,0.0,Arusha,Natural / Dry,Green,82.25
,0.22,0,2,0.0,,,,82.25
934.0,0.11,0,5,1.0,Bourbon,Natural / Dry,Green,82.17
1500.0,0.11,0,2,1.0,Caturra,Washed / Wet,Bluish-Green,82.17
1000.0,0.1,0,1,0.0,,,Green,82.17
1650.0,0.13,1,6,0.0,Bourbon,Washed / Wet,Green,82.17
1600.0,0.12,0,1,0.0,Other,Washed / Wet,Green,82.17
1.0,0.0,0,1,0.0,Yellow Bourbon,Natural / Dry,Green,82.17
800.0,0.12,0,0,0.0,,Washed / Wet,Bluish-Green,82.17
1350.0,0.11,0,2,0.0,Catuai,Washed / Wet,Green,82.17
1500.0,0.09,0,4,0.0,Bourbon,Washed / Wet,Blue-Green,82.17
,0.12,0,1,0.0,Mundo Novo,Natural / Dry,Green,82.17
1700.0,0.12,0,1,0.0,Other,Washed / Wet,Green,82.17
1100.0,0.12,0,0,0.0,Other,Washed / Wet,Green,82.17
1400.0,0.1,1,1,0.0,Other,Washed / Wet,,82.17
1200.0,0.11,0,0,0.0,Typica,Other,Green,82.17
800.0,0.0,0,0,0.0,Typica,Washed / Wet,Green,82.17
1750.0,0.0,0,1,0.0,Caturra,Washed / Wet,Bluish-Green,82.17
1144.0,0.15,1,9,0.0,Typica,Washed / Wet,,82.17
1350.0,0.12,0,2,0.0,Caturra,Washed / Wet,,82.17
1000.0,0.12,0,4,0.0,Typica,Washed / Wet,Green,82.17
1200.0,0.1,0,1,0.0,Typica,Washed / Wet,Green,82.17
1800.0,0.08,0,0,0.0,,,,82.17
1300.0,0.15,0,3,0.0,Bourbon,Washed / Wet,,82.08
,0.0,0,6,7.0,Caturra,Washed / Wet,Green,82.08
894.0,0.11,0,3,1.0,Bourbon,Natural / Dry,Green,82.08
1.0,0.0,0,1,0.0,Yellow Bourbon,Natural / Dry,Green,82.08
1300.0,0.0,0,0,0.0,Caturra,Washed / Wet,Blue-Green,82.08
1500.0,0.12,0,5,0.0,Bourbon,Washed / Wet,Green,82.08
